Sl. No,HHID,Environment,Use,Access,Capacity,Resource,wpi_add,wpi_pca,Statename
127406,64271210,0.266,1,0.595,0.165,0.933,0.5918,0.5985,Mizoram
127407,64271210,0.266,1,0.595,0.165,0.933,0.5918,0.5985,Mizoram
127408,64271210,0.266,1,0.595,0.165,0.933,0.5918,0.5985,Mizoram
127409,64271210,0.266,1,0.595,0.495,0.933,0.6578,0.6645,Mizoram
127410,64271210,0.266,1,0.595,0.495,0.933,0.6578,0.6645,Mizoram
127411,64271210,0.266,1,0.595,0.495,0.933,0.6578,0.6645,Mizoram
127412,64271210,0.266,1,0.595,0.495,0.933,0.6578,0.6645,Mizoram
127413,64271210,0.266,1,0.595,0.665,0.933,0.6918,0.6985,Mizoram
127414,64271210,0.266,1,0.595,0.665,0.933,0.6918,0.6985,Mizoram
127415,64272101,0.266,1,0.595,0.665,1,0.7052,0.7052,Mizoram
127416,64272101,0.266,1,0.595,0.665,1,0.7052,0.7052,Mizoram
127417,64272101,0.266,1,0.595,0.495,1,0.6712,0.6712,Mizoram
127418,64272101,0.266,1,0.595,0.495,1,0.6712,0.6712,Mizoram
127419,64272101,0.266,1,0.595,0.165,1,0.6052,0.6052,Mizoram
127420,64272102,0.266,1,0.595,0.665,1,0.7052,0.7052,Mizoram
127421,64272102,0.266,1,0.595,0.665,1,0.7052,0.7052,Mizoram
127422,64272201,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127423,64272201,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127424,64272201,0.732,0.4,0.595,0.165,1,0.5784,0.5184,Mizoram
127425,64272202,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127426,64272202,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127427,64272202,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127428,64272202,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127429,64272202,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127430,64272202,0.732,0.4,0.595,0.165,1,0.5784,0.5184,Mizoram
127431,64272203,0.732,0.4,0.595,0.33,1,0.6114,0.5514,Mizoram
127432,64272203,0.732,0.4,0.595,0.33,1,0.6114,0.5514,Mizoram
127433,64272204,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127434,64272204,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127435,64272204,0.732,0.4,0.595,0.165,1,0.5784,0.5184,Mizoram
127436,64272205,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127437,64272205,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127438,64272205,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127439,64272205,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127440,64272205,0.732,0.4,0.595,0.165,1,0.5784,0.5184,Mizoram
127441,64272205,0.732,0.4,0.595,0.165,1,0.5784,0.5184,Mizoram
127442,64272206,0.732,0.4,0.595,0.165,1,0.5784,0.5184,Mizoram
127443,64272206,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127444,64272206,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127445,64272206,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127446,64272206,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127447,64272206,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127448,64272206,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127449,64272206,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127457,64272208,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127458,64272208,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
127459,64272208,0.732,0.4,0.595,0.165,1,0.5784,0.5184,Mizoram
127460,64272208,0.732,0.4,0.595,0.165,1,0.5784,0.5184,Mizoram
127473,64278201,0.732,0.6,0.595,0.66,0.933,0.704,0.6707,Mizoram
127474,64278201,0.732,0.6,0.595,0.66,0.933,0.704,0.6707,Mizoram
127475,64278201,0.732,0.6,0.595,0.66,0.933,0.704,0.6707,Mizoram
127476,64278201,0.732,0.6,0.595,0.66,0.933,0.704,0.6707,Mizoram
127477,64278201,0.732,0.6,0.595,0.83,0.933,0.738,0.7047,Mizoram
127478,64278201,0.732,0.6,0.595,0.83,0.933,0.738,0.7047,Mizoram
127479,64278201,0.732,0.6,0.595,0.83,0.933,0.738,0.7047,Mizoram
127480,64278201,0.732,0.6,0.595,0.66,0.933,0.704,0.6707,Mizoram
127481,64278201,0.732,0.6,0.595,0.66,0.933,0.704,0.6707,Mizoram
127482,64278201,0.732,0.6,0.595,0.66,0.933,0.704,0.6707,Mizoram
127483,64278201,0.732,0.6,0.595,0.66,0.933,0.704,0.6707,Mizoram
127484,64278202,0.732,0.6,0.595,0.495,0.933,0.671,0.6377,Mizoram
127485,64278202,0.732,0.6,0.595,0.495,0.933,0.671,0.6377,Mizoram
127486,64278202,0.732,0.6,0.595,0.495,0.933,0.671,0.6377,Mizoram
127487,64278202,0.732,0.6,0.595,0.495,0.933,0.671,0.6377,Mizoram
127488,64278202,0.732,0.6,0.595,0.165,0.933,0.605,0.5717,Mizoram
127495,64278204,0.866,0.6,0.595,0.495,0.9,0.6912,0.6612,Mizoram
127496,64278204,0.866,0.6,0.595,0.495,0.9,0.6912,0.6612,Mizoram
127497,64278204,0.866,0.6,0.595,0.665,0.9,0.7252,0.6952,Mizoram
127498,64278204,0.866,0.6,0.595,0.665,0.9,0.7252,0.6952,Mizoram
127499,64278204,0.866,0.6,0.595,0.665,0.9,0.7252,0.6952,Mizoram
127500,64278204,0.866,0.6,0.595,0.665,0.9,0.7252,0.6952,Mizoram
127501,64278204,0.866,0.6,0.595,0.665,0.9,0.7252,0.6952,Mizoram
127502,64278204,0.866,0.6,0.595,0.495,0.9,0.6912,0.6612,Mizoram
127503,64278205,0.866,0.6,0.595,0.495,0.9,0.6912,0.6612,Mizoram
127504,64278205,0.866,0.6,0.595,0.495,0.9,0.6912,0.6612,Mizoram
127505,64278205,0.866,0.6,0.595,0.665,0.9,0.7252,0.6952,Mizoram
127506,64278205,0.866,0.6,0.595,0.495,0.9,0.6912,0.6612,Mizoram
127507,64278205,0.866,0.6,0.595,0.495,0.9,0.6912,0.6612,Mizoram
127508,64278205,0.866,0.6,0.595,0.495,0.9,0.6912,0.6612,Mizoram
127509,64278206,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127510,64278206,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127511,64278206,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127512,64278206,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127513,64278206,0.732,0.6,0.595,0.665,0.9,0.6984,0.6684,Mizoram
127514,64278206,0.732,0.6,0.595,0.665,0.9,0.6984,0.6684,Mizoram
127515,64278206,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127516,64278206,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127517,64278206,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127518,64278207,0.732,0.6,0.595,0.33,0.9,0.6314,0.6014,Mizoram
127519,64278207,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127520,64278207,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127521,64278207,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127522,64278207,0.732,0.6,0.595,0.665,0.9,0.6984,0.6684,Mizoram
127523,64278207,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127524,64278207,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127525,64278208,0.866,1,0.595,0.495,0.9,0.7712,0.7812,Mizoram
127526,64278208,0.866,1,0.595,0.495,0.9,0.7712,0.7812,Mizoram
127527,64278208,0.866,1,0.595,0.665,0.9,0.8052,0.8152,Mizoram
127528,64278208,0.866,1,0.595,0.665,0.9,0.8052,0.8152,Mizoram
127529,64278208,0.866,1,0.595,0.665,0.9,0.8052,0.8152,Mizoram
127530,64278208,0.866,1,0.595,0.665,0.9,0.8052,0.8152,Mizoram
127531,64278209,0.732,0.6,0.595,0.665,0.9,0.6984,0.6684,Mizoram
127532,64278209,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127533,64278209,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127534,64278209,0.732,0.6,0.595,0.165,0.9,0.5984,0.5684,Mizoram
127535,64278210,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127536,64278210,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127537,64278210,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127538,64278210,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127539,64278210,0.732,0.6,0.595,0.495,0.9,0.6644,0.6344,Mizoram
127540,64278210,0.732,0.6,0.595,0.165,0.9,0.5984,0.5684,Mizoram
127541,64278210,0.732,0.6,0.595,0.165,0.9,0.5984,0.5684,Mizoram
127551,64279201,0.866,1,0.595,0.495,1,0.7912,0.7912,Mizoram
127552,64279201,0.866,1,0.595,0.495,1,0.7912,0.7912,Mizoram
127553,64279201,0.866,1,0.595,0.495,1,0.7912,0.7912,Mizoram
127554,64279201,0.866,1,0.595,0.495,1,0.7912,0.7912,Mizoram
127555,64279201,0.866,1,0.595,0.495,1,0.7912,0.7912,Mizoram
127556,64279201,0.866,1,0.595,0.495,1,0.7912,0.7912,Mizoram
127557,64279202,0.866,0.866,0.595,0.495,1,0.7644,0.751,Mizoram
127558,64279202,0.866,0.866,0.595,0.495,1,0.7644,0.751,Mizoram
127559,64279202,0.866,0.866,0.595,0.495,1,0.7644,0.751,Mizoram
127560,64279202,0.866,0.866,0.595,0.495,1,0.7644,0.751,Mizoram
127561,64279202,0.866,0.866,0.595,0.495,1,0.7644,0.751,Mizoram
127569,64279204,0.866,1,0.595,0.165,1,0.7252,0.7252,Mizoram
127570,64279204,0.866,1,0.595,0.495,1,0.7912,0.7912,Mizoram
127571,64279205,0.866,0.866,0.595,0.495,1,0.7644,0.751,Mizoram
127572,64279205,0.866,0.866,0.595,0.495,1,0.7644,0.751,Mizoram
127573,64279205,0.866,0.866,0.595,0.165,1,0.6984,0.685,Mizoram
127574,64279205,0.866,0.866,0.595,0.495,1,0.7644,0.751,Mizoram
127584,64279209,0.866,1,0.595,0.495,1,0.7912,0.7912,Mizoram
127585,64279209,0.866,1,0.595,0.495,1,0.7912,0.7912,Mizoram
127586,64279209,0.866,1,0.595,0.495,1,0.7912,0.7912,Mizoram
127904,64263101,0.866,1,0.595,0.665,0.966,0.8184,0.8218,Mizoram
127905,64263101,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127906,64263101,0.866,1,0.595,0.665,0.966,0.8184,0.8218,Mizoram
127907,64263101,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127908,64263102,0.866,1,0.595,0.66,0.966,0.8174,0.8208,Mizoram
127909,64263102,0.866,1,0.595,0.83,0.966,0.8514,0.8548,Mizoram
127910,64263102,0.866,1,0.595,0.83,0.966,0.8514,0.8548,Mizoram
127911,64263102,0.866,1,0.595,0.83,0.966,0.8514,0.8548,Mizoram
127912,64263102,0.866,1,0.595,0.83,0.966,0.8514,0.8548,Mizoram
127913,64263102,0.866,1,0.595,0.83,0.966,0.8514,0.8548,Mizoram
127914,64263201,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127915,64263201,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127916,64263201,0.866,1,0.595,0.665,0.966,0.8184,0.8218,Mizoram
127917,64263201,0.866,1,0.595,0.665,0.966,0.8184,0.8218,Mizoram
127918,64263202,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127919,64263202,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127920,64263202,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127921,64263203,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127922,64263203,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127923,64263203,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127924,64263204,0.866,1,0.595,0.33,0.966,0.7514,0.7548,Mizoram
127925,64263204,0.866,1,0.595,0.33,0.966,0.7514,0.7548,Mizoram
127926,64263205,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127927,64263205,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127928,64263205,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127929,64263205,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127930,64263205,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127931,64263206,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127932,64263206,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127933,64263206,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127934,64263206,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127935,64263207,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127936,64263207,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127937,64263207,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127938,64263207,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127939,64263208,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127940,64263208,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127941,64263208,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127942,64263208,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127943,64263209,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127944,64263209,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127945,64263209,0.866,1,0.595,0.165,0.966,0.7184,0.7218,Mizoram
127946,64263210,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127947,64263210,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127948,64263210,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127949,64263210,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
127950,64263210,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128052,64268101,0.732,0.8,0.595,0.495,0.6,0.6444,0.6644,Mizoram
128053,64268101,0.732,0.8,0.595,0.495,0.6,0.6444,0.6644,Mizoram
128054,64268101,0.732,0.8,0.595,0.495,0.6,0.6444,0.6644,Mizoram
128055,64268101,0.732,0.8,0.595,0.495,0.6,0.6444,0.6644,Mizoram
128056,64268101,0.732,0.8,0.595,0.495,0.6,0.6444,0.6644,Mizoram
128057,64268101,0.732,0.8,0.595,0.495,0.6,0.6444,0.6644,Mizoram
128058,64268101,0.732,0.8,0.595,0.165,0.6,0.5784,0.5984,Mizoram
128059,64268102,0.732,0.8,0.595,0.665,0.6,0.6784,0.6984,Mizoram
128060,64268102,0.732,0.8,0.595,0.495,0.6,0.6444,0.6644,Mizoram
128061,64268102,0.732,0.8,0.595,0.665,0.6,0.6784,0.6984,Mizoram
128062,64268102,0.732,0.8,0.595,0.665,0.6,0.6784,0.6984,Mizoram
128063,64268102,0.732,0.8,0.595,0.495,0.6,0.6444,0.6644,Mizoram
128064,64268102,0.732,0.8,0.595,0.495,0.6,0.6444,0.6644,Mizoram
128065,64268102,0.732,0.8,0.595,0.495,0.6,0.6444,0.6644,Mizoram
128101,64268210,0.798,1,0.595,0.495,0.6,0.6976,0.7376,Mizoram
128102,64268210,0.798,1,0.595,0.665,0.6,0.7316,0.7716,Mizoram
128103,64269101,0.666,0.6,0.595,0.665,1,0.7052,0.6652,Mizoram
128104,64269101,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128105,64269101,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128106,64269101,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128107,64269102,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128108,64269102,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128109,64269102,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128110,64269102,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128111,64269201,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128112,64269201,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128113,64269201,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128114,64269201,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128115,64269201,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128116,64269201,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128117,64269201,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128118,64269201,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128119,64269202,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128120,64269202,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128121,64269202,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128122,64269202,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128124,64269202,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128125,64269202,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128126,64269203,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128127,64269203,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128128,64269203,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128129,64269203,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128130,64269204,0.666,0.466,0.595,0.495,1,0.6444,0.591,Mizoram
128131,64269204,0.666,0.466,0.595,0.495,1,0.6444,0.591,Mizoram
128132,64269204,0.666,0.466,0.595,0.495,1,0.6444,0.591,Mizoram
128133,64269204,0.666,0.466,0.595,0.495,1,0.6444,0.591,Mizoram
128134,64269204,0.666,0.466,0.595,0.495,1,0.6444,0.591,Mizoram
128135,64269204,0.666,0.466,0.595,0.495,1,0.6444,0.591,Mizoram
128136,64269205,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128137,64269205,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128138,64269205,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128139,64269206,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128140,64269206,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128141,64269206,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128142,64269206,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128143,64269206,0.666,0.6,0.595,0.165,1,0.6052,0.5652,Mizoram
128144,64269206,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128145,64269206,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128146,64269206,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128147,64269207,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128148,64269207,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128149,64269207,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128150,64269207,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128151,64269207,0.666,0.6,0.595,0.165,1,0.6052,0.5652,Mizoram
128152,64269207,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128153,64269208,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128154,64269208,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128155,64269208,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128156,64269209,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128157,64269209,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128158,64269209,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128159,64269209,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128160,64269209,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128161,64269210,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128162,64269210,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128163,64269210,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128164,64269210,0.666,0.6,0.595,0.495,1,0.6712,0.6312,Mizoram
128191,64260205,0.666,0.6,0.298,0.495,0.298,0.4714,0.5016,Mizoram
128192,64260205,0.666,0.6,0.298,0.495,0.298,0.4714,0.5016,Mizoram
128193,64260205,0.666,0.6,0.298,0.495,0.298,0.4714,0.5016,Mizoram
128194,64260205,0.666,0.6,0.298,0.495,0.298,0.4714,0.5016,Mizoram
128195,64260205,0.666,0.6,0.298,0.495,0.298,0.4714,0.5016,Mizoram
128214,64257101,0.8,0.664,0.595,0.665,1,0.7448,0.7112,Mizoram
128215,64257101,0.8,0.664,0.595,0.665,1,0.7448,0.7112,Mizoram
128216,64257101,0.8,0.664,0.595,0.665,1,0.7448,0.7112,Mizoram
128217,64257101,0.8,0.664,0.595,0.495,1,0.7108,0.6772,Mizoram
128277,64256101,0.666,0.8,0.595,0.665,1,0.7452,0.7252,Mizoram
128278,64256101,0.666,0.8,0.595,0.495,1,0.7112,0.6912,Mizoram
128279,64256101,0.666,0.8,0.595,0.495,1,0.7112,0.6912,Mizoram
128280,64256101,0.666,0.8,0.595,0.495,1,0.7112,0.6912,Mizoram
128281,64256102,0.8,0.8,0.595,0.665,1,0.772,0.752,Mizoram
128282,64256102,0.8,0.8,0.595,0.495,1,0.738,0.718,Mizoram
128283,64256102,0.8,0.8,0.595,0.165,1,0.672,0.652,Mizoram
128284,64256102,0.8,0.8,0.595,0.665,1,0.772,0.752,Mizoram
128363,64255206,0.866,0.532,0.595,0.665,1,0.7316,0.6848,Mizoram
128364,64255206,0.866,0.532,0.595,0.495,1,0.6976,0.6508,Mizoram
128365,64255206,0.866,0.532,0.595,0.495,1,0.6976,0.6508,Mizoram
128366,64255206,0.866,0.532,0.595,0.165,1,0.6316,0.5848,Mizoram
128367,64255206,0.866,0.532,0.595,0.165,1,0.6316,0.5848,Mizoram
128378,64255209,0.866,1,0.595,0.665,0.598,0.7448,0.785,Mizoram
128379,64255209,0.866,1,0.595,0.495,0.598,0.7108,0.751,Mizoram
128380,64255209,0.866,1,0.595,0.495,0.598,0.7108,0.751,Mizoram
128381,64255209,0.866,1,0.595,0.495,0.598,0.7108,0.751,Mizoram
128382,64255209,0.866,1,0.595,0.495,0.598,0.7108,0.751,Mizoram
128406,64254202,0.732,0.532,0.595,0.495,1,0.6708,0.624,Mizoram
128407,64254202,0.732,0.532,0.595,0.495,1,0.6708,0.624,Mizoram
128408,64254202,0.732,0.532,0.595,0.665,1,0.7048,0.658,Mizoram
128413,64254204,0.732,0.532,0.595,0.665,1,0.7048,0.658,Mizoram
128414,64254204,0.732,0.532,0.595,0.495,1,0.6708,0.624,Mizoram
128415,64254204,0.732,0.532,0.595,0.495,1,0.6708,0.624,Mizoram
128416,64254204,0.732,0.532,0.595,0.665,1,0.7048,0.658,Mizoram
128417,64254204,0.732,0.532,0.595,0.495,1,0.6708,0.624,Mizoram
128424,64254206,0.2,0.932,0.595,0.665,1,0.6784,0.6716,Mizoram
128425,64254206,0.2,0.932,0.595,0.495,1,0.6444,0.6376,Mizoram
128426,64254206,0.2,0.932,0.595,0.665,1,0.6784,0.6716,Mizoram
128427,64254206,0.2,0.932,0.595,0.495,1,0.6444,0.6376,Mizoram
128445,64254210,0.266,1,0.595,0.495,1,0.6712,0.6712,Mizoram
128446,64254210,0.266,1,0.595,0.665,1,0.7052,0.7052,Mizoram
128447,64254210,0.266,1,0.595,0.665,1,0.7052,0.7052,Mizoram
128448,64254210,0.266,1,0.595,0.665,1,0.7052,0.7052,Mizoram
128449,64253101,0.866,1,0.595,0.665,1,0.8252,0.8252,Mizoram
128450,64253101,0.866,1,0.595,0.495,1,0.7912,0.7912,Mizoram
128451,64253101,0.866,1,0.595,0.665,1,0.8252,0.8252,Mizoram
128452,64253102,0.866,1,0.595,0.83,1,0.8582,0.8582,Mizoram
128453,64253102,0.866,1,0.595,0.83,1,0.8582,0.8582,Mizoram
128454,64253102,0.866,1,0.595,0.83,1,0.8582,0.8582,Mizoram
128455,64253102,0.866,1,0.595,0.83,1,0.8582,0.8582,Mizoram
128456,64253102,0.866,1,0.595,0.83,1,0.8582,0.8582,Mizoram
128457,64253201,0.798,0.6,0.595,0.665,1,0.7316,0.6916,Mizoram
128458,64253201,0.798,0.6,0.595,0.665,1,0.7316,0.6916,Mizoram
128459,64253201,0.798,0.6,0.595,0.495,1,0.6976,0.6576,Mizoram
128460,64253201,0.798,0.6,0.595,0.495,1,0.6976,0.6576,Mizoram
128461,64253201,0.798,0.6,0.595,0.165,1,0.6316,0.5916,Mizoram
128462,64253201,0.798,0.6,0.595,0.495,1,0.6976,0.6576,Mizoram
128463,64253202,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128464,64253202,0.732,0.6,0.595,0.165,1,0.6184,0.5784,Mizoram
128465,64253202,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128466,64253203,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128467,64253203,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128468,64253203,0.732,0.6,0.595,0.165,1,0.6184,0.5784,Mizoram
128469,64253203,0.732,0.6,0.595,0.165,1,0.6184,0.5784,Mizoram
128470,64253203,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128471,64253204,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128472,64253204,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128473,64253204,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128474,64253204,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128475,64253204,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128476,64253205,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128477,64253205,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128478,64253205,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128479,64253205,0.732,0.6,0.595,0.165,1,0.6184,0.5784,Mizoram
128480,64253205,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128481,64253205,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128482,64253206,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128483,64253206,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128484,64253206,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128485,64253206,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128486,64253206,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128487,64253206,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128488,64253207,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128489,64253207,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
