Sl. No,HHID,Environment,Use,Access,Capacity,Resource,wpi_add,wpi_pca,Statename
248598,68665203,0.332,0.866,0.595,0.165,0.298,0.4512,0.508,Andhra Pradesh
248603,68665205,0.932,0.8,0.496,0.665,0.7,0.7186,0.7286,Andhra Pradesh
248604,68665205,0.932,0.8,0.496,0.665,0.7,0.7186,0.7286,Andhra Pradesh
248605,68665206,0.332,0.866,0.595,0.495,0.199,0.4974,0.5641,Andhra Pradesh
248606,68665206,0.332,0.866,0.595,0.165,0.199,0.4314,0.4981,Andhra Pradesh
248607,68665207,0.932,0.8,0.496,0.665,0.7,0.7186,0.7286,Andhra Pradesh
248608,68665207,0.932,0.8,0.496,0.665,0.7,0.7186,0.7286,Andhra Pradesh
248609,68665207,0.932,0.8,0.496,0.495,0.7,0.6846,0.6946,Andhra Pradesh
248610,68665207,0.932,0.8,0.496,0.495,0.7,0.6846,0.6946,Andhra Pradesh
248611,68665207,0.932,0.8,0.496,0.165,0.7,0.6186,0.6286,Andhra Pradesh
248614,68665210,0.932,0.8,0.496,0.165,0.7,0.6186,0.6286,Andhra Pradesh
248615,68665210,0.932,0.8,0.496,0.165,0.7,0.6186,0.6286,Andhra Pradesh
248698,68663209,0.866,0.8,0.595,0.165,1,0.6852,0.6652,Andhra Pradesh
248700,68663209,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Andhra Pradesh
248703,68661101,0.932,0.8,0.496,0.665,0.7,0.7186,0.7286,Andhra Pradesh
248704,68661101,0.932,0.8,0.496,0.165,0.7,0.6186,0.6286,Andhra Pradesh
248705,68661101,0.932,0.8,0.496,0.665,0.7,0.7186,0.7286,Andhra Pradesh
248706,68661101,0.932,0.8,0.496,0.665,0.7,0.7186,0.7286,Andhra Pradesh
248710,68661201,0.866,0.8,0.496,0.5,0.7,0.6724,0.6824,Andhra Pradesh
248711,68661201,0.866,0.8,0.496,0,0.7,0.5724,0.5824,Andhra Pradesh
248712,68661202,0.932,0.8,0.595,0.165,0.7,0.6384,0.6484,Andhra Pradesh
248713,68661202,0.932,0.8,0.595,0.165,0.7,0.6384,0.6484,Andhra Pradesh
248714,68661202,0.932,0.8,0.595,0.165,0.7,0.6384,0.6484,Andhra Pradesh
248717,68661204,0.866,0.8,0.595,0,0.7,0.5922,0.6022,Andhra Pradesh
248724,68661207,0.866,0.8,0.595,0,1,0.6522,0.6322,Andhra Pradesh
248725,68661208,0.932,0.8,0.496,0,0.7,0.5856,0.5956,Andhra Pradesh
248726,68661208,0.932,0.8,0.496,0.33,0.7,0.6516,0.6616,Andhra Pradesh
248844,68669203,0.866,0.8,0.496,0.33,0.7,0.6384,0.6484,Andhra Pradesh
248845,68669203,0.866,0.8,0.496,0.33,0.7,0.6384,0.6484,Andhra Pradesh
248910,68660209,0.2,0.8,0.595,0.165,1,0.552,0.532,Andhra Pradesh
248911,68660209,0.2,0.8,0.595,0.665,1,0.652,0.632,Andhra Pradesh
248912,68660209,0.2,0.8,0.595,0.33,1,0.585,0.565,Andhra Pradesh
248913,68660209,0.2,0.8,0.595,0.665,1,0.652,0.632,Andhra Pradesh
248914,68660209,0.2,0.8,0.595,0.495,1,0.618,0.598,Andhra Pradesh
248918,68657101,0.8,0.866,0.595,0.165,1,0.6852,0.6718,Andhra Pradesh
248919,68657101,0.8,0.866,0.595,0.495,1,0.7512,0.7378,Andhra Pradesh
248947,68657208,0.666,0.8,0.595,0,1,0.6122,0.5922,Andhra Pradesh
248948,68657208,0.666,0.8,0.595,0.33,1,0.6782,0.6582,Andhra Pradesh
249062,68654203,0.2,0.8,0.595,0.33,0.6,0.505,0.525,Andhra Pradesh
249063,68654203,0.2,0.8,0.595,0.165,0.6,0.472,0.492,Andhra Pradesh
249065,68654204,0.2,0.8,0.561,0.33,0.633,0.5048,0.5215,Andhra Pradesh
249067,68654204,0.2,0.8,0.561,0.665,0.633,0.5718,0.5885,Andhra Pradesh
249069,68654204,0.2,0.8,0.561,0.165,0.633,0.4718,0.4885,Andhra Pradesh
249070,68654204,0.2,0.8,0.561,0.33,0.633,0.5048,0.5215,Andhra Pradesh
249073,68654206,0.866,0.8,0.561,0.33,0.6,0.6314,0.6514,Andhra Pradesh
249074,68654206,0.866,0.8,0.561,0.165,0.6,0.5984,0.6184,Andhra Pradesh
249075,68654207,0.2,0.8,0.595,0.165,0.633,0.4786,0.4953,Andhra Pradesh
249076,68654207,0.2,0.8,0.595,0.33,0.633,0.5116,0.5283,Andhra Pradesh
249077,68654207,0.2,0.8,0.595,0.495,0.633,0.5446,0.5613,Andhra Pradesh
249078,68654207,0.2,0.8,0.595,0.495,0.633,0.5446,0.5613,Andhra Pradesh
249079,68654207,0.2,0.8,0.595,0.495,0.633,0.5446,0.5613,Andhra Pradesh
249080,68654207,0.2,0.8,0.595,0.495,0.633,0.5446,0.5613,Andhra Pradesh
249081,68654207,0.2,0.8,0.595,0.495,0.633,0.5446,0.5613,Andhra Pradesh
249104,68653202,0.066,0.8,0.595,0.665,0.298,0.4848,0.535,Andhra Pradesh
249105,68653202,0.066,0.8,0.595,0.33,0.298,0.4178,0.468,Andhra Pradesh
249106,68653202,0.066,0.8,0.595,0.165,0.298,0.3848,0.435,Andhra Pradesh
249168,68651210,0.8,0.866,0.595,0.165,1,0.6852,0.6718,Andhra Pradesh
249169,68651210,0.8,0.866,0.595,0.165,1,0.6852,0.6718,Andhra Pradesh
249170,68651210,0.8,0.866,0.595,0.165,1,0.6852,0.6718,Andhra Pradesh
249171,68651210,0.8,0.866,0.595,0.495,1,0.7512,0.7378,Andhra Pradesh
249172,68651210,0.8,0.866,0.595,0.495,1,0.7512,0.7378,Andhra Pradesh
249173,68651210,0.8,0.866,0.595,0.165,1,0.6852,0.6718,Andhra Pradesh
249228,68658202,0.666,0.8,0.595,0,1,0.6122,0.5922,Andhra Pradesh
249229,68658202,0.666,0.8,0.595,0,1,0.6122,0.5922,Andhra Pradesh
249243,68658208,0.8,0.8,0.595,0.165,1,0.672,0.652,Andhra Pradesh
249244,68658208,0.8,0.8,0.595,0.165,1,0.672,0.652,Andhra Pradesh
249245,68658208,0.8,0.8,0.595,0.165,1,0.672,0.652,Andhra Pradesh
249246,68658208,0.8,0.8,0.595,0.165,1,0.672,0.652,Andhra Pradesh
249247,68658208,0.8,0.8,0.595,0.165,1,0.672,0.652,Andhra Pradesh
249248,68658208,0.8,0.8,0.595,0.495,1,0.738,0.718,Andhra Pradesh
249249,68658208,0.8,0.8,0.595,0.165,1,0.672,0.652,Andhra Pradesh
249250,68658208,0.8,0.8,0.595,0.165,1,0.672,0.652,Andhra Pradesh
249276,68659203,0.666,0.8,0.595,0.495,1,0.7112,0.6912,Andhra Pradesh
249277,68659203,0.666,0.8,0.595,0.165,1,0.6452,0.6252,Andhra Pradesh
249278,68659203,0.666,0.8,0.595,0.665,1,0.7452,0.7252,Andhra Pradesh
249279,68659203,0.666,0.8,0.595,0.165,1,0.6452,0.6252,Andhra Pradesh
249280,68659203,0.666,0.8,0.595,0.495,1,0.7112,0.6912,Andhra Pradesh
249281,68659203,0.666,0.8,0.595,0.495,1,0.7112,0.6912,Andhra Pradesh
249282,68659203,0.666,0.8,0.595,0.665,1,0.7452,0.7252,Andhra Pradesh
249283,68659203,0.666,0.8,0.595,0.665,1,0.7452,0.7252,Andhra Pradesh
249295,68659206,0.732,0.8,0.595,0.165,1,0.6584,0.6384,Andhra Pradesh
249296,68659206,0.732,0.8,0.595,0.165,1,0.6584,0.6384,Andhra Pradesh
249297,68659206,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Andhra Pradesh
249298,68659206,0.732,0.8,0.595,0.165,1,0.6584,0.6384,Andhra Pradesh
249299,68659207,0.798,0.8,0.595,0,1,0.6386,0.6186,Andhra Pradesh
249300,68659207,0.798,0.8,0.595,0.5,1,0.7386,0.7186,Andhra Pradesh
249343,68650206,0.066,0.8,0.595,0.165,1,0.5252,0.5052,Andhra Pradesh
249344,68650206,0.066,0.8,0.595,0.495,1,0.5912,0.5712,Andhra Pradesh
249345,68650206,0.066,0.8,0.595,0.665,1,0.6252,0.6052,Andhra Pradesh
249407,68645201,0.866,0.8,0.595,0,0.099,0.472,0.5421,Andhra Pradesh
249408,68645201,0.866,0.8,0.595,0,0.099,0.472,0.5421,Andhra Pradesh
249430,68645208,0.866,0.8,0.595,0,0.099,0.472,0.5421,Andhra Pradesh
249431,68645208,0.866,0.8,0.595,0.33,0.099,0.538,0.6081,Andhra Pradesh
249432,68645209,0.866,0.866,0.595,0,0.099,0.4852,0.5619,Andhra Pradesh
249433,68645210,0.866,0.4,0.595,0,0.099,0.392,0.4221,Andhra Pradesh
249449,68644203,0.132,0.866,0.595,0,1,0.5186,0.5052,Andhra Pradesh
249468,68644209,0.198,0.866,0.496,0.165,0.933,0.5316,0.5249,Andhra Pradesh
249469,68644209,0.198,0.866,0.496,0.665,0.933,0.6316,0.6249,Andhra Pradesh
249470,68644209,0.198,0.866,0.496,0.665,0.933,0.6316,0.6249,Andhra Pradesh
249471,68644210,0.198,0.866,0.595,0.165,0.633,0.4914,0.5147,Andhra Pradesh
249472,68644210,0.198,0.866,0.595,0.165,0.633,0.4914,0.5147,Andhra Pradesh
249473,68644210,0.198,0.866,0.595,0.665,0.633,0.5914,0.6147,Andhra Pradesh
249474,68644210,0.198,0.866,0.595,0.165,0.633,0.4914,0.5147,Andhra Pradesh
249475,68644210,0.198,0.866,0.595,0.495,0.633,0.5574,0.5807,Andhra Pradesh
249477,68644210,0.198,0.866,0.595,0.495,0.633,0.5574,0.5807,Andhra Pradesh
249478,68644210,0.198,0.866,0.595,0.165,0.633,0.4914,0.5147,Andhra Pradesh
249479,68643101,0.932,0.8,0.595,0.495,1,0.7644,0.7444,Andhra Pradesh
249480,68643101,0.932,0.8,0.595,0.495,1,0.7644,0.7444,Andhra Pradesh
249490,68643204,0.932,0.8,0.697,0.665,1,0.8188,0.7988,Andhra Pradesh
249491,68643204,0.932,0.8,0.697,0.665,1,0.8188,0.7988,Andhra Pradesh
249492,68643204,0.932,0.8,0.697,0.495,1,0.7848,0.7648,Andhra Pradesh
249493,68643204,0.932,0.8,0.697,0.165,1,0.7188,0.6988,Andhra Pradesh
249504,68643208,0.932,0.8,0.595,0,1,0.6654,0.6454,Andhra Pradesh
249505,68643209,0.932,0.8,0.595,0.165,1,0.6984,0.6784,Andhra Pradesh
249506,68643209,0.932,0.8,0.595,0.165,1,0.6984,0.6784,Andhra Pradesh
249507,68643209,0.932,0.8,0.595,0.665,1,0.7984,0.7784,Andhra Pradesh
249508,68643210,0.932,0.932,0.595,0.33,1,0.7578,0.751,Andhra Pradesh
249509,68643210,0.932,0.932,0.595,0.33,1,0.7578,0.751,Andhra Pradesh
249510,68643210,0.932,0.932,0.595,0,1,0.6918,0.685,Andhra Pradesh
249511,68643210,0.932,0.932,0.595,0,1,0.6918,0.685,Andhra Pradesh
249730,68640205,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Andhra Pradesh
249731,68640205,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Andhra Pradesh
249767,68637205,0.932,0.866,0.595,0.33,1,0.7446,0.7312,Andhra Pradesh
249768,68637205,0.932,0.866,0.595,0.5,1,0.7786,0.7652,Andhra Pradesh
249769,68637206,0.332,0.866,0.595,0,1,0.5586,0.5452,Andhra Pradesh
249770,68637206,0.332,0.866,0.595,0,1,0.5586,0.5452,Andhra Pradesh
249788,68636102,0.732,0.466,0.397,0.165,0.7,0.492,0.4686,Andhra Pradesh
249789,68636102,0.732,0.466,0.397,0.665,0.7,0.592,0.5686,Andhra Pradesh
249790,68636102,0.732,0.466,0.397,0.665,0.7,0.592,0.5686,Andhra Pradesh
249797,68636203,0.732,0.466,0.397,0.665,0.7,0.592,0.5686,Andhra Pradesh
249798,68636203,0.732,0.466,0.397,0.665,0.7,0.592,0.5686,Andhra Pradesh
249799,68636203,0.732,0.466,0.397,0.495,0.7,0.558,0.5346,Andhra Pradesh
249800,68636203,0.732,0.466,0.397,0.495,0.7,0.558,0.5346,Andhra Pradesh
249801,68636203,0.732,0.466,0.397,0.495,0.7,0.558,0.5346,Andhra Pradesh
249802,68636204,0.732,0.466,0.397,0.165,1,0.552,0.4986,Andhra Pradesh
249803,68636204,0.732,0.466,0.397,0.665,1,0.652,0.5986,Andhra Pradesh
249804,68636204,0.732,0.466,0.397,0.165,1,0.552,0.4986,Andhra Pradesh
249805,68636204,0.732,0.466,0.397,0.495,1,0.618,0.5646,Andhra Pradesh
249806,68636204,0.732,0.466,0.397,0.665,1,0.652,0.5986,Andhra Pradesh
249807,68636204,0.732,0.466,0.397,0.495,1,0.618,0.5646,Andhra Pradesh
249808,68636204,0.732,0.466,0.397,0.495,1,0.618,0.5646,Andhra Pradesh
249823,68636209,0.732,0.466,0.397,0.33,1,0.585,0.5316,Andhra Pradesh
249824,68636209,0.732,0.466,0.397,0.165,1,0.552,0.4986,Andhra Pradesh
249825,68636209,0.732,0.466,0.397,0.495,1,0.618,0.5646,Andhra Pradesh
249826,68636209,0.732,0.466,0.397,0.665,1,0.652,0.5986,Andhra Pradesh
249827,68636209,0.732,0.466,0.397,0.165,1,0.552,0.4986,Andhra Pradesh
249828,68636210,0.732,0.466,0.397,0,0.666,0.4522,0.4322,Andhra Pradesh
249865,68634201,0.798,0.466,0.397,0.165,0.132,0.3916,0.425,Andhra Pradesh
249866,68634201,0.798,0.466,0.397,0.165,0.132,0.3916,0.425,Andhra Pradesh
249867,68634201,0.798,0.466,0.397,0.665,0.132,0.4916,0.525,Andhra Pradesh
249876,68634204,0.198,0.466,0.397,0.665,0.033,0.3518,0.3951,Andhra Pradesh
249877,68634204,0.198,0.466,0.397,0.495,0.033,0.3178,0.3611,Andhra Pradesh
249878,68634204,0.198,0.466,0.397,0.665,0.033,0.3518,0.3951,Andhra Pradesh
249879,68634204,0.198,0.466,0.397,0.665,0.033,0.3518,0.3951,Andhra Pradesh
249880,68634204,0.198,0.466,0.397,0.665,0.033,0.3518,0.3951,Andhra Pradesh
249881,68634205,0.332,0.4,0.397,0.33,0.066,0.305,0.3384,Andhra Pradesh
249882,68634205,0.332,0.4,0.397,0,0.066,0.239,0.2724,Andhra Pradesh
249883,68634206,0.332,0.466,0.397,0.165,0.033,0.2786,0.3219,Andhra Pradesh
249884,68634206,0.332,0.466,0.397,0.165,0.033,0.2786,0.3219,Andhra Pradesh
249886,68634206,0.332,0.466,0.397,0.165,0.033,0.2786,0.3219,Andhra Pradesh
249887,68634206,0.332,0.466,0.397,0.165,0.033,0.2786,0.3219,Andhra Pradesh
250046,68632207,0.798,0.466,0.595,0.165,0.598,0.5244,0.5112,Andhra Pradesh
250047,68632207,0.798,0.466,0.595,0.165,0.598,0.5244,0.5112,Andhra Pradesh
250048,68632207,0.798,0.466,0.595,0.165,0.598,0.5244,0.5112,Andhra Pradesh
250049,68632207,0.798,0.466,0.595,0.495,0.598,0.5904,0.5772,Andhra Pradesh
250050,68632207,0.798,0.466,0.595,0.495,0.598,0.5904,0.5772,Andhra Pradesh
250051,68632207,0.798,0.466,0.595,0.495,0.598,0.5904,0.5772,Andhra Pradesh
250052,68632207,0.798,0.466,0.595,0.495,0.598,0.5904,0.5772,Andhra Pradesh
250053,68632207,0.798,0.466,0.595,0.165,0.598,0.5244,0.5112,Andhra Pradesh
250090,68638205,0.798,0.866,0.595,0.165,0.9,0.6648,0.6614,Andhra Pradesh
250091,68638205,0.798,0.866,0.595,0.165,0.9,0.6648,0.6614,Andhra Pradesh
250092,68638205,0.798,0.866,0.595,0.165,0.9,0.6648,0.6614,Andhra Pradesh
250093,68638205,0.798,0.866,0.595,0.165,0.9,0.6648,0.6614,Andhra Pradesh
250094,68638205,0.798,0.866,0.595,0.165,0.9,0.6648,0.6614,Andhra Pradesh
250095,68638205,0.798,0.866,0.595,0.165,0.9,0.6648,0.6614,Andhra Pradesh
250118,68639201,0.266,0.8,0.595,0,0.7,0.4722,0.4822,Andhra Pradesh
250119,68639201,0.266,0.8,0.595,0,0.7,0.4722,0.4822,Andhra Pradesh
250144,68639208,0.666,0.8,0.595,0.165,1,0.6452,0.6252,Andhra Pradesh
250145,68639208,0.666,0.8,0.595,0.165,1,0.6452,0.6252,Andhra Pradesh
250146,68639208,0.666,0.8,0.595,0.495,1,0.7112,0.6912,Andhra Pradesh
250147,68639208,0.666,0.8,0.595,0.495,1,0.7112,0.6912,Andhra Pradesh
250148,68639208,0.666,0.8,0.595,0.495,1,0.7112,0.6912,Andhra Pradesh
250153,68639210,0.866,0.866,0.595,0.165,0.7,0.6384,0.655,Andhra Pradesh
250154,68639210,0.866,0.866,0.595,0.165,0.7,0.6384,0.655,Andhra Pradesh
250155,68639210,0.866,0.866,0.595,0.165,0.7,0.6384,0.655,Andhra Pradesh
250156,68639210,0.866,0.866,0.595,0.665,0.7,0.7384,0.755,Andhra Pradesh
250157,68639210,0.866,0.866,0.595,0.665,0.7,0.7384,0.755,Andhra Pradesh
250160,68630102,0.932,0.8,0.595,0.495,1,0.7644,0.7444,Andhra Pradesh
250161,68630102,0.932,0.8,0.595,0.33,1,0.7314,0.7114,Andhra Pradesh
250162,68630102,0.932,0.8,0.595,0.665,1,0.7984,0.7784,Andhra Pradesh
250204,68617101,0.932,0.932,0.595,0.495,0.199,0.6306,0.7039,Andhra Pradesh
250213,68617202,0.332,0.932,0.595,0.165,1,0.6048,0.598,Andhra Pradesh
250214,68617202,0.332,0.932,0.595,0.165,1,0.6048,0.598,Andhra Pradesh
250215,68617202,0.332,0.932,0.595,0.495,1,0.6708,0.664,Andhra Pradesh
250216,68617202,0.332,0.932,0.595,0.495,1,0.6708,0.664,Andhra Pradesh
250217,68617202,0.332,0.932,0.595,0.495,1,0.6708,0.664,Andhra Pradesh
250218,68617202,0.332,0.932,0.595,0.495,1,0.6708,0.664,Andhra Pradesh
250219,68617203,0.332,0.8,0.595,0.165,1,0.5784,0.5584,Andhra Pradesh
250220,68617203,0.332,0.8,0.595,0.165,1,0.5784,0.5584,Andhra Pradesh
250221,68617203,0.332,0.8,0.595,0.665,1,0.6784,0.6584,Andhra Pradesh
250222,68617203,0.332,0.8,0.595,0.665,1,0.6784,0.6584,Andhra Pradesh
250223,68617203,0.332,0.8,0.595,0.495,1,0.6444,0.6244,Andhra Pradesh
250224,68617203,0.332,0.8,0.595,0.165,1,0.5784,0.5584,Andhra Pradesh
250230,68617206,0.332,0.8,0.595,0.165,1,0.5784,0.5584,Andhra Pradesh
250231,68617206,0.332,0.8,0.595,0.165,1,0.5784,0.5584,Andhra Pradesh
250232,68617206,0.332,0.8,0.595,0.495,1,0.6444,0.6244,Andhra Pradesh
250233,68617206,0.332,0.8,0.595,0.665,1,0.6784,0.6584,Andhra Pradesh
250234,68617206,0.332,0.8,0.595,0.495,1,0.6444,0.6244,Andhra Pradesh
250235,68617206,0.332,0.8,0.595,0.165,1,0.5784,0.5584,Andhra Pradesh
250236,68617207,0.332,0.8,0.595,0.165,0.199,0.4182,0.4783,Andhra Pradesh
250237,68617207,0.332,0.8,0.595,0.165,0.199,0.4182,0.4783,Andhra Pradesh
250238,68617207,0.332,0.8,0.595,0.495,0.199,0.4842,0.5443,Andhra Pradesh
250239,68617208,0.798,0.8,0.595,0.165,0.298,0.5312,0.5814,Andhra Pradesh
250240,68617208,0.798,0.8,0.595,0.165,0.298,0.5312,0.5814,Andhra Pradesh
250241,68617208,0.798,0.8,0.595,0.665,0.298,0.6312,0.6814,Andhra Pradesh
250242,68617208,0.798,0.8,0.595,0.665,0.298,0.6312,0.6814,Andhra Pradesh
250243,68617209,0.932,0.8,0.595,0.33,0.199,0.5712,0.6313,Andhra Pradesh
250244,68617209,0.932,0.8,0.595,0.33,0.199,0.5712,0.6313,Andhra Pradesh
250245,68617209,0.932,0.8,0.595,0.5,0.199,0.6052,0.6653,Andhra Pradesh
250268,68616203,0.798,0.8,0.595,0.165,1,0.6716,0.6516,Andhra Pradesh
250269,68616203,0.798,0.8,0.595,0.165,1,0.6716,0.6516,Andhra Pradesh
250270,68616203,0.798,0.8,0.595,0.495,1,0.7376,0.7176,Andhra Pradesh
250271,68616203,0.798,0.8,0.595,0.495,1,0.7376,0.7176,Andhra Pradesh
250272,68616204,0.732,0.8,0.595,0.165,0.7,0.5984,0.6084,Andhra Pradesh
250273,68616204,0.732,0.8,0.595,0.495,0.7,0.6644,0.6744,Andhra Pradesh
250274,68616204,0.732,0.8,0.595,0.495,0.7,0.6644,0.6744,Andhra Pradesh
250299,68616210,0.666,0.8,0.595,0.165,0.7,0.5852,0.5952,Andhra Pradesh
250300,68616210,0.666,0.8,0.595,0.165,0.7,0.5852,0.5952,Andhra Pradesh
250301,68616210,0.666,0.8,0.595,0.165,0.7,0.5852,0.5952,Andhra Pradesh
250302,68616210,0.666,0.8,0.595,0.495,0.7,0.6512,0.6612,Andhra Pradesh
250303,68616210,0.666,0.8,0.595,0.495,0.7,0.6512,0.6612,Andhra Pradesh
250304,68616210,0.666,0.8,0.595,0.495,0.7,0.6512,0.6612,Andhra Pradesh
250305,68616210,0.666,0.8,0.595,0.165,0.7,0.5852,0.5952,Andhra Pradesh
250306,68615101,0.8,0.932,0.595,0.165,1,0.6984,0.6916,Andhra Pradesh
250307,68615101,0.8,0.932,0.595,0.165,1,0.6984,0.6916,Andhra Pradesh
250308,68615101,0.8,0.932,0.595,0.665,1,0.7984,0.7916,Andhra Pradesh
250309,68615101,0.8,0.932,0.595,0.495,1,0.7644,0.7576,Andhra Pradesh
250314,68615202,0.798,0.8,0.595,0,1,0.6386,0.6186,Andhra Pradesh
250322,68615205,0.732,0.8,0.595,0.165,1,0.6584,0.6384,Andhra Pradesh
250323,68615205,0.732,0.8,0.595,0.165,1,0.6584,0.6384,Andhra Pradesh
250324,68615205,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Andhra Pradesh
250325,68615205,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Andhra Pradesh
250326,68615205,0.732,0.8,0.595,0.165,1,0.6584,0.6384,Andhra Pradesh
250332,68615207,0.932,0.8,0.595,0.5,1,0.7654,0.7454,Andhra Pradesh
250333,68615207,0.932,0.8,0.595,0,1,0.6654,0.6454,Andhra Pradesh
250334,68615207,0.932,0.8,0.595,0.5,1,0.7654,0.7454,Andhra Pradesh
250335,68615207,0.932,0.8,0.595,0,1,0.6654,0.6454,Andhra Pradesh
250347,68614101,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Andhra Pradesh
250348,68614101,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250349,68614101,0.866,0.4,0.595,0.665,0.199,0.545,0.5651,Andhra Pradesh
250350,68614101,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250351,68614102,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Andhra Pradesh
250352,68614102,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250353,68614102,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Andhra Pradesh
250354,68614102,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Andhra Pradesh
250355,68614102,0.866,0.4,0.595,0.665,0.199,0.545,0.5651,Andhra Pradesh
250358,68614201,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250359,68614201,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250360,68614201,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Andhra Pradesh
250361,68614201,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Andhra Pradesh
250362,68614201,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250363,68614202,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250364,68614202,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250365,68614202,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Andhra Pradesh
250366,68614202,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Andhra Pradesh
250367,68614202,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250368,68614203,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Andhra Pradesh
250369,68614203,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250370,68614203,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250371,68614203,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250372,68614203,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Andhra Pradesh
250373,68614203,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Andhra Pradesh
250374,68614203,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Andhra Pradesh
250375,68614204,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250376,68614204,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250377,68614204,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250378,68614204,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Andhra Pradesh
250379,68614204,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Andhra Pradesh
250388,68614207,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Andhra Pradesh
250389,68614207,0.866,0.4,0.595,0.665,0.199,0.545,0.5651,Andhra Pradesh
250390,68614207,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Andhra Pradesh
250391,68614208,0.798,0.4,0.595,0,0.199,0.3984,0.4185,Andhra Pradesh
250392,68614208,0.798,0.4,0.595,0,0.199,0.3984,0.4185,Andhra Pradesh
250393,68614209,0.732,0.4,0.595,0,0.199,0.3852,0.4053,Andhra Pradesh
250394,68614209,0.732,0.4,0.595,0.33,0.199,0.4512,0.4713,Andhra Pradesh
250414,68613203,0.932,0.8,0.595,0.665,0.199,0.6382,0.6983,Andhra Pradesh
250415,68613203,0.932,0.8,0.595,0.665,0.199,0.6382,0.6983,Andhra Pradesh
250416,68613203,0.932,0.8,0.595,0.165,0.199,0.5382,0.5983,Andhra Pradesh
250417,68613203,0.932,0.8,0.595,0.495,0.199,0.6042,0.6643,Andhra Pradesh
250418,68613203,0.932,0.8,0.595,0.495,0.199,0.6042,0.6643,Andhra Pradesh
250419,68613203,0.932,0.8,0.595,0.165,0.199,0.5382,0.5983,Andhra Pradesh
250438,68613208,0.666,0.8,0.595,0,0.598,0.5318,0.552,Andhra Pradesh
250447,68611102,0.8,0.8,0.595,0.665,1,0.772,0.752,Andhra Pradesh
250448,68611102,0.8,0.8,0.595,0.665,1,0.772,0.752,Andhra Pradesh
250463,68611203,0.866,0.8,0.595,0.33,1,0.7182,0.6982,Andhra Pradesh
250464,68611203,0.866,0.8,0.595,0,1,0.6522,0.6322,Andhra Pradesh
250465,68611204,0.866,0.4,0.595,0.33,1,0.6382,0.5782,Andhra Pradesh
250466,68611204,0.866,0.4,0.595,0.5,1,0.6722,0.6122,Andhra Pradesh
250482,68611210,0.866,0.8,0.595,0.165,1,0.6852,0.6652,Andhra Pradesh
250483,68611210,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Andhra Pradesh
250484,68611210,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Andhra Pradesh
250485,68611210,0.866,0.8,0.595,0.165,1,0.6852,0.6652,Andhra Pradesh
250486,68611210,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Andhra Pradesh
250487,68611210,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Andhra Pradesh
250488,68611210,0.866,0.8,0.595,0.165,1,0.6852,0.6652,Andhra Pradesh
250489,68611210,0.866,0.8,0.595,0.165,1,0.6852,0.6652,Andhra Pradesh
